Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,MANCHERIAL - RURAL,SRIRAMPUR COLONY,6,WATER WORKS,15,15,1723,59.67
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,MANCHERIAL - RURAL,TALLAPALLI,6,WATER WORKS,11,6,1282,96.335
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,MANCHERIAL - RURAL,TEAGALPAHAD,6,WATER WORKS,60,60,11160,172.007
NIRMAL,NIRMAL,KHANAPUR,DASTURABAD,BUTHKUR,6,WATER WORKS,2,2,1598,10.0
NIRMAL,NIRMAL,KHANAPUR,DASTURABAD,BUTTAPUR,6,WATER WORKS,1,0,0,5.0
NIRMAL,NIRMAL,KHANAPUR,DASTURABAD,CHENNOOR,6,WATER WORKS,1,0,0,5.0
NIRMAL,NIRMAL,KHANAPUR,DASTURABAD,DASTURABAD,6,WATER WORKS,7,7,1361,16.5
NIRMAL,NIRMAL,KHANAPUR,DASTURABAD,DEVUNIGUDAM,6,WATER WORKS,1,0,0,5.0
NIRMAL,NIRMAL,KHANAPUR,DASTURABAD,ERRAGUNTA,6,WATER WORKS,1,1,20,5.0
NIRMAL,NIRMAL,KHANAPUR,DASTURABAD,GODESERYARAL,6,WATER WORKS,1,0,0,5.0
NIRMAL,NIRMAL,KHANAPUR,DASTURABAD,MALLAPUR,6,WATER WORKS,1,0,0,5.0
NIRMAL,NIRMAL,KHANAPUR,DASTURABAD,MUNYAL,6,WATER WORKS,2,2,0,7.5
NIRMAL,NIRMAL,KHANAPUR,DASTURABAD,PARKAPALLI,6,WATER WORKS,2,2,497,7.0
NIRMAL,NIRMAL,KHANAPUR,DASTURABAD,RAMPUR,6,WATER WORKS,2,1,1053,10.0
NIRMAL,NIRMAL,KHANAPUR,DASTURABAD,REVOJIPET(OLD),6,WATER WORKS,1,0,0,5.0
NIRMAL,NIRMAL,KHANAPUR,KADDAM,ALAMPALLY,6,WATER WORKS,2,1,151,10.0
MAHABUBABAD,MAHABUBABAD,KESAMUDRAM,KESAMUDRAM,PENUGONDA,6,WATER WORKS,10,5,2815,57.0
MAHABUBABAD,MAHABUBABAD,KESAMUDRAM,KESAMUDRAM,RANGAPUR,6,WATER WORKS,4,2,800,20.0
MAHABUBABAD,MAHABUBABAD,KESAMUDRAM,KESAMUDRAM,SARVAPURAM,6,WATER WORKS,1,1,1100,5.0
MAHABUBABAD,MAHABUBABAD,KESAMUDRAM,KESAMUDRAM,SUB STATION THANDA,6,WATER WORKS,3,2,419,13.0
MAHABUBABAD,MAHABUBABAD,KESAMUDRAM,KESAMUDRAM,UPPARAPALLI,6,WATER WORKS,5,4,6242,23.0
MAHABUBABAD,MAHABUBABAD,KESAMUDRAM,KESAMUDRAM,VENKATAGIRI,6,WATER WORKS,3,3,1384,15.0
MAHABUBABAD,MAHABUBABAD,KORIVI,DORNAKAL,AMMAPALEM,6,WATER WORKS,3,3,1623,16.0
MAHABUBABAD,MAHABUBABAD,KORIVI,DORNAKAL,ANDANALAPADU,6,WATER WORKS,3,3,546,18.0
MAHABUBABAD,MAHABUBABAD,KORIVI,SEROL,VASRAM THANDA,6,WATER WORKS,3,2,2,20.0
MAHABUBABAD,MAHABUBABAD,MAHABUBABAD(T),MAHABUBABAD (RURAL),AMMANAGAL,6,WATER WORKS,2,2,3221,15.0
MAHABUBABAD,THORRUR,NELLIKUDURU,MUNAGALAVEEDU,MADANTHURTHY,6,WATER WORKS,3,3,3059,22.5
MAHABUBABAD,THORRUR,NELLIKUDURU,MUNAGALAVEEDU,MUNAGALAVEEDU,6,WATER WORKS,6,5,5318,32.5
MAHABUBABAD,THORRUR,NELLIKUDURU,MUNAGALAVEEDU,NARSIMHULA GUDEM,6,WATER WORKS,3,3,2269,15.5
MAHABUBABAD,THORRUR,NELLIKUDURU,MUNAGALAVEEDU,PEDDATHANDDA,6,WATER WORKS,1,0,0,5.0
MAHABUBABAD,THORRUR,NELLIKUDURU,MUNAGALAVEEDU,RAJULAKOTHAPALLI,6,WATER WORKS,3,3,3972,17.5
MAHABUBABAD,THORRUR,NELLIKUDURU,MUNAGALAVEEDU,RAJYA THANDA,6,WATER WORKS,4,4,1224,15.333
MAHABUBABAD,THORRUR,NELLIKUDURU,MUNAGALAVEEDU,SITHARAMPUR,6,WATER WORKS,3,3,2985,20.0
MAHABUBABAD,THORRUR,NELLIKUDURU,MUNAGALAVEEDU,SREERAMGIRI,6,WATER WORKS,3,3,603,12.507
MAHABUBABAD,THORRUR,NELLIKUDURU,MUNAGALAVEEDU,VASURAM THANDA,6,WATER WORKS,3,3,2542,15.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY RURAL,BHEEMINI,DAMPUR,6,WATER WORKS,1,1,187,5.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY RURAL,BHEEMINI,GOLLAGHAT,6,WATER WORKS,5,5,4022,17.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY RURAL,BHEEMINI,ITHEPALLY,6,WATER WORKS,1,1,783,3.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY RURAL,BHEEMINI,JAJJARAVELLY,6,WATER WORKS,2,2,1919,10.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY RURAL,BHEEMINI,JANKAPUR,6,WATER WORKS,4,4,2093,16.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY RURAL,BHEEMINI,KANNEPALLY,6,WATER WORKS,4,4,1705,16.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY RURAL,BHEEMINI,KARAJI BHEEMPUR,6,WATER WORKS,1,0,0,5.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY RURAL,BHEEMINI,KESLAPOOR,6,WATER WORKS,1,1,179,5.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY RURAL,BHEEMINI,KOTHAPALLY,6,WATER WORKS,1,1,114,3.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY RURAL,BHEEMINI,LAXIMIPUR (BHEEMINI),6,WATER WORKS,2,1,344,10.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY RURAL,BHEEMINI,LINGAPUR,6,WATER WORKS,1,1,0,5.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,SHETPALLY(SHANKAPUR),6,WATER WORKS,15,15,5382,54.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,SHIVARAMPALLY,6,WATER WORKS,1,1,58,2.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,SIRSA,6,WATER WORKS,5,5,773,26.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,SUPAKA K,6,WATER WORKS,5,5,735,10.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,SUPAKA(D),6,WATER WORKS,3,3,412,6.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,VELMAPALLY,6,WATER WORKS,10,10,3771,27.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,VENCHAPALLI,6,WATER WORKS,8,8,3707,87.0
MANCHERIAL,MANCHERIAL,LUXETTIPET,DANDEPALLY,BIKKANNAGUDEM,6,WATER WORKS,1,1,472,0.0
NIRMAL,BHAINSA,BHAINSA,KUBEER,RANJANI,6,WATER WORKS,2,2,224,10.0
NIRMAL,BHAINSA,BHAINSA,KUBEER,SANGVI,6,WATER WORKS,2,2,937,10.0
NIRMAL,BHAINSA,BHAINSA,KUBEER,SANWALI,6,WATER WORKS,14,14,3341,25.006
NIRMAL,BHAINSA,BHAINSA,KUBEER,SAWNA,6,WATER WORKS,2,0,0,6.333
NIRMAL,BHAINSA,BHAINSA,KUBEER,SIRPALLY,6,WATER WORKS,4,4,811,20.0
NIRMAL,BHAINSA,BHAINSA,KUBEER,SONARI,6,WATER WORKS,1,1,1018,5.0
NIRMAL,BHAINSA,BHAINSA,KUBEER,Sirpelly(h),6,WATER WORKS,2,2,968,2.666
NIRMAL,BHAINSA,BHAINSA,KUBEER,Veeregaon tanda,6,WATER WORKS,2,2,111,0.002
NIRMAL,BHAINSA,BHAINSA,KUBEER,WAI,6,WATER WORKS,3,2,3567,60.0
NIRMAL,BHAINSA,BHAINSA,KUBEER,WARNI,6,WATER WORKS,1,1,1080,5.0
NIRMAL,NIRMAL,KHANAPUR,DASTURABAD,AKONDAPET,6,WATER WORKS,1,1,0,5.0
MAHABUBABAD,MAHABUBABAD,KESAMUDRAM,KESAMUDRAM,BHAVANIGADDA THANDA,6,WATER WORKS,1,1,193,3.0
MAHABUBABAD,MAHABUBABAD,KESAMUDRAM,KESAMUDRAM,BICHA NAIK THANDA,6,WATER WORKS,1,1,170,3.0
MAHABUBABAD,MAHABUBABAD,KESAMUDRAM,KESAMUDRAM,DHANSARI,6,WATER WORKS,4,4,657,16.0
MAHABUBABAD,MAHABUBABAD,KESAMUDRAM,KESAMUDRAM,INTIKANNE,6,WATER WORKS,3,3,2427,15.0
MAHABUBABAD,MAHABUBABAD,KESAMUDRAM,KESAMUDRAM,KATREPALLI,6,WATER WORKS,4,4,1048,17.5
MAHABUBABAD,MAHABUBABAD,KESAMUDRAM,KESAMUDRAM,KESAMUDRAM  (HQ),6,WATER WORKS,6,4,10211,61.5
MAHABUBABAD,MAHABUBABAD,KESAMUDRAM,KESAMUDRAM,KESAMUDRAM VILLAGE,6,WATER WORKS,7,7,12748,62.5
MAHABUBABAD,MAHABUBABAD,KESAMUDRAM,KESAMUDRAM,MARRI THANDA,6,WATER WORKS,2,2,400,10.0
MAHABUBABAD,MAHABUBABAD,KESAMUDRAM,KESAMUDRAM,NARSIMLAGUDEM,6,WATER WORKS,1,1,168,5.0
MAHABUBABAD,MAHABUBABAD,KESAMUDRAM,KESAMUDRAM,PEDDAMORI THANDA,6,WATER WORKS,1,1,311,3.0
MAHABUBABAD,MAHABUBABAD,KORIVI,SEROL,KAMPELLY THANDA,6,WATER WORKS,2,2,80,9.5
MAHABUBABAD,MAHABUBABAD,KORIVI,SEROL,KANDIKONDA,6,WATER WORKS,6,6,2059,28.5
MAHABUBABAD,MAHABUBABAD,KORIVI,SEROL,KORLAKUNTA THANDA,6,WATER WORKS,1,1,2084,5.0
MAHABUBABAD,MAHABUBABAD,KORIVI,SEROL,KOTHUR(C),6,WATER WORKS,2,2,35,10.0
MAHABUBABAD,MAHABUBABAD,KORIVI,SEROL,MODUGULAGUDEM,6,WATER WORKS,2,2,1544,10.0
MAHABUBABAD,MAHABUBABAD,KORIVI,SEROL,REKULA THANDA (S),6,WATER WORKS,2,2,865,10.0
MAHABUBABAD,MAHABUBABAD,KORIVI,SEROL,SEEROLE,6,WATER WORKS,5,5,4967,32.5
MAHABUBABAD,MAHABUBABAD,KORIVI,SEROL,SUDANPALLI,6,WATER WORKS,5,4,157,27.0
MAHABUBABAD,MAHABUBABAD,KORIVI,SEROL,THALLASANKEESA,6,WATER WORKS,1,1,0,7.5
MAHABUBABAD,MAHABUBABAD,KORIVI,SEROL,UPPARAGUDEM,6,WATER WORKS,2,1,0,12.5
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,TANDOOR,RECHNI,6,WATER WORKS,8,7,5556,31.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,TANDOOR,REPALLIWADA,6,WATER WORKS,4,4,2137,15.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,TANDOOR,TANDOOR,6,WATER WORKS,23,23,17987,96.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY RURAL,BHEEMINI,ANANDAPUR,6,WATER WORKS,1,1,509,5.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY RURAL,BHEEMINI,BHEEMINI,6,WATER WORKS,1,0,0,5.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY RURAL,BHEEMINI,BITTURIPALLY,6,WATER WORKS,1,1,1012,3.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY RURAL,BHEEMINI,BOTHAPALLI,6,WATER WORKS,1,1,49,3.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY RURAL,BHEEMINI,CHINNA THIMMAPUR,6,WATER WORKS,1,1,217,5.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY RURAL,BHEEMINI,CHINNAGUDIPETA,6,WATER WORKS,2,2,6155,8.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,NAKKALAPALLY,6,WATER WORKS,9,9,4630,31.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,NANDARAMPALLY,6,WATER WORKS,1,1,100,2.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,PANGIDI SOMARAM,6,WATER WORKS,4,4,318,8.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,PARPALLI,6,WATER WORKS,19,19,8416,45.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,PINNARAM,6,WATER WORKS,5,5,3318,14.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,PULLAGOM,6,WATER WORKS,5,5,684,12.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,RAJARAM,6,WATER WORKS,7,7,1367,14.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,RAMPUR,6,WATER WORKS,3,3,358,6.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,RAPANPALLY,6,WATER WORKS,12,12,3084,46.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,RAVULAPALLY,6,WATER WORKS,6,6,1099,10.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,ROYYAPALLY,6,WATER WORKS,2,2,454,5.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,SARVAIPET,6,WATER WORKS,19,19,6205,54.0
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,KYATHANPALLY,PONNARAM,6,WATER WORKS,5,5,1771,19.0
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,KYATHANPALLY,RAMAKISTAPOOR,6,WATER WORKS,28,28,999,63.5
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,KYATHANPALLY,SANDRANPALLY,6,WATER WORKS,1,1,723,5.0
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,KYATHANPALLY,SARANGAPALLI,6,WATER WORKS,3,3,1854,20.0
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,KYATHANPALLY,SHANKARPALLY,6,WATER WORKS,2,2,1837,10.0
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,KYATHANPALLY,THIMMAPUR,6,WATER WORKS,6,6,722,24.0
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,MANCHERIAL - RURAL,NASPOOR,6,WATER WORKS,98,98,27160,246.004
NIRMAL,BHAINSA,BHAINSA,KUBEER,RAJURA,6,WATER WORKS,3,2,22065,100.0
NIRMAL,BHAINSA,BHAINSA,KUBEER,RANGERSHIVNI,6,WATER WORKS,3,3,2618,25.001
MAHABUBABAD,MAHABUBABAD,KESAMUDRAM,INGURTHY,PEEKLA THANDA,6,WATER WORKS,1,1,304,5.0
MAHABUBABAD,MAHABUBABAD,KESAMUDRAM,INGURTHY,THADLAPUSAPALLI,6,WATER WORKS,5,4,1466,35.0
MAHABUBABAD,MAHABUBABAD,KESAMUDRAM,INGURTHY,THARASINGH THANDA,6,WATER WORKS,2,2,1068,10.0
MAHABUBABAD,MAHABUBABAD,KESAMUDRAM,INGURTHY,THOURYA THANDA,6,WATER WORKS,3,3,1496,15.0
MAHABUBABAD,MAHABUBABAD,KESAMUDRAM,KESAMUDRAM,AMEENAPUR,6,WATER WORKS,3,1,1677,11.0
MAHABUBABAD,MAHABUBABAD,KESAMUDRAM,KESAMUDRAM,ARPANAPALLI,6,WATER WORKS,5,2,304,21.0
MAHABUBABAD,MAHABUBABAD,KESAMUDRAM,KESAMUDRAM,BERIWADA,6,WATER WORKS,4,4,1700,22.5
MAHABUBABAD,MAHABUBABAD,KORIVI,KOTHAPETA,UPPALA PADU-BAY,6,WATER WORKS,2,2,946,12.5
MAHABUBABAD,MAHABUBABAD,KORIVI,KOTHAPETA,VENKATA PURAM-BAY,6,WATER WORKS,1,1,58,5.0
MAHABUBABAD,MAHABUBABAD,KORIVI,KOTHAPETA,VINOBHA NAGAR-BAY,6,WATER WORKS,2,2,1787,10.0
MAHABUBABAD,MAHABUBABAD,KORIVI,SEROL,BEEKINAIK THANDA,6,WATER WORKS,2,2,178,12.5
MAHABUBABAD,MAHABUBABAD,KORIVI,SEROL,BILYANAIK THANDA,6,WATER WORKS,3,3,1783,15.0
MAHABUBABAD,MAHABUBABAD,KORIVI,SEROL,BURUGUCHETTU THANDA,6,WATER WORKS,2,2,649,10.0
MAHABUBABAD,MAHABUBABAD,KORIVI,SEROL,CHINTALAPALLI,6,WATER WORKS,4,3,0,22.5
MAHABUBABAD,MAHABUBABAD,KORIVI,SEROL,GOPA THANDA,6,WATER WORKS,2,2,1602,10.0
MAHABUBABAD,MAHABUBABAD,KORIVI,SEROL,JUJUR THANDA,6,WATER WORKS,3,3,609,20.0
MAHABUBABAD,MAHABUBABAD,KORIVI,SEROL,KAMPALLI,6,WATER WORKS,2,2,1049,15.0
MAHABUBABAD,THORRUR,NELLIKUDURU,DANTHALAPALLY,THURUPU THANDA,6,WATER WORKS,2,2,617,10.0
MAHABUBABAD,THORRUR,NELLIKUDURU,DANTHALAPALLY,VALYATHANDA,6,WATER WORKS,1,1,0,5.0
MAHABUBABAD,THORRUR,NELLIKUDURU,DANTHALAPALLY,VEMULAPALLI,6,WATER WORKS,3,3,1067,15.0
MAHABUBABAD,THORRUR,NELLIKUDURU,MUNAGALAVEEDU,ALAIR,6,WATER WORKS,2,2,3809,10.0
MAHABUBABAD,THORRUR,NELLIKUDURU,MUNAGALAVEEDU,BAZARA,6,WATER WORKS,3,3,3819,16.667
MAHABUBABAD,THORRUR,NELLIKUDURU,MUNAGALAVEEDU,BODIMEEDITHANDA,6,WATER WORKS,3,3,780,15.0
MAHABUBABAD,THORRUR,NELLIKUDURU,MUNAGALAVEEDU,CHINNAMUPPARAM,6,WATER WORKS,12,12,13287,71.5
MAHABUBABAD,THORRUR,NELLIKUDURU,MUNAGALAVEEDU,DHARAVATH THANDA,6,WATER WORKS,1,1,0,0.333
MAHABUBABAD,THORRUR,NELLIKUDURU,MUNAGALAVEEDU,DURGABHAVANI THANDA,6,WATER WORKS,3,3,1246,15.0
MAHABUBABAD,THORRUR,NELLIKUDURU,MUNAGALAVEEDU,HEMLA THANDA,6,WATER WORKS,1,1,0,5.0
MAHABUBABAD,THORRUR,NELLIKUDURU,MUNAGALAVEEDU,KASYA THANDA,6,WATER WORKS,1,1,0,5.0
MAHABUBABAD,THORRUR,NELLIKUDURU,MUNAGALAVEEDU,LAXMIPUR,6,WATER WORKS,4,1,811,20.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,TANDOOR,NEELAIPALLY,6,WATER WORKS,1,0,0,3.5
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,KOTHAPALLY,6,WATER WORKS,3,3,236,15.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,LAXMIPUR,6,WATER WORKS,3,3,766,6.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,LINGANNAPET,6,WATER WORKS,2,2,74,4.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,MALLAMPET,6,WATER WORKS,10,10,2892,28.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,NAGAMPET,6,WATER WORKS,13,13,2948,36.0
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,KYATHANPALLY,AMRAWADI,6,WATER WORKS,5,5,4792,22.0
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,KYATHANPALLY,B.SINGH NAGAR (RKP),6,WATER WORKS,2,2,48,4.0
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,KYATHANPALLY,CHIRRAKUNTA,6,WATER WORKS,16,16,5043,32.329
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,KYATHANPALLY,DUBBAPALLI,6,WATER WORKS,1,1,2,5.0
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,KYATHANPALLY,EDULAPURAM,6,WATER WORKS,5,5,5190,17.334
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,KYATHANPALLY,KYATHANPALLI,6,WATER WORKS,9,9,2830,39.0
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,KYATHANPALLY,LEMUR (VENKATAPUR),6,WATER WORKS,19,10,7364,62.0
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,KYATHANPALLY,MAMIDIGHAT,6,WATER WORKS,5,5,2059,21.0
NIRMAL,BHAINSA,BHAINSA,KUBEER,JAMGOAM,6,WATER WORKS,1,1,834,5.0
NIRMAL,BHAINSA,BHAINSA,KUBEER,JUMADA,6,WATER WORKS,2,2,112,5.001
NIRMAL,BHAINSA,BHAINSA,KUBEER,KASRA,6,WATER WORKS,2,2,577,10.0
NIRMAL,BHAINSA,BHAINSA,KUBEER,KUBEER,6,WATER WORKS,22,21,46629,156.002
NIRMAL,BHAINSA,BHAINSA,KUBEER,KUPTI (B),6,WATER WORKS,1,1,3449,5.0
NIRMAL,BHAINSA,BHAINSA,KUBEER,LINGI,6,WATER WORKS,1,1,0,5.0
NIRMAL,BHAINSA,BHAINSA,KUBEER,MALEGOAM,6,WATER WORKS,3,3,1919,10.001
NIRMAL,BHAINSA,BHAINSA,KUBEER,MARIAGOND,6,WATER WORKS,7,7,1614,15.004
NIRMAL,BHAINSA,BHAINSA,KUBEER,NIGWA,6,WATER WORKS,7,7,1628,20.003
NIRMAL,BHAINSA,BHAINSA,KUBEER,PALSI,6,WATER WORKS,10,10,9613,45.006
NIRMAL,BHAINSA,BHAINSA,KUBEER,PANGRA,6,WATER WORKS,3,2,1534,7.0
NIRMAL,BHAINSA,BHAINSA,KUBEER,PARDI (B),6,WATER WORKS,17,17,5660,38.334
NIRMAL,BHAINSA,BHAINSA,KUBEER,PARDI (K),6,WATER WORKS,5,5,1902,10.332
MAHABUBABAD,MAHABUBABAD,KESAMUDRAM,INGURTHY,MAHAMOODPATNAM,6,WATER WORKS,1,1,1034,5.0
MAHABUBABAD,MAHABUBABAD,KESAMUDRAM,INGURTHY,NARAYANAPURAM,6,WATER WORKS,1,1,1429,5.0
MAHABUBABAD,MAHABUBABAD,KESAMUDRAM,INGURTHY,PATHA THANDA,6,WATER WORKS,1,1,437,5.0
MAHABUBABAD,MAHABUBABAD,KORIVI,KOTHAPETA,SINGARAM -BAY,6,WATER WORKS,1,1,1076,5.0
MAHABUBABAD,THORRUR,NELLIKUDURU,DANTHALAPALLY,DANTHALPALLI,6,WATER WORKS,17,17,17440,64.0
MAHABUBABAD,THORRUR,NELLIKUDURU,DANTHALAPALLY,DATLA,6,WATER WORKS,6,6,304,35.0
MAHABUBABAD,THORRUR,NELLIKUDURU,DANTHALAPALLY,DONAKODA,6,WATER WORKS,2,2,590,10.0
MAHABUBABAD,THORRUR,NELLIKUDURU,DANTHALAPALLY,GUNNEPALLI,6,WATER WORKS,4,4,627,20.0
MAHABUBABAD,THORRUR,NELLIKUDURU,DANTHALAPALLY,KUMMARIKUNTA,6,WATER WORKS,5,3,2467,25.0
MAHABUBABAD,THORRUR,NELLIKUDURU,DANTHALAPALLY,LAXMIPURAM,6,WATER WORKS,1,1,1194,5.0
MAHABUBABAD,THORRUR,NELLIKUDURU,DANTHALAPALLY,NIDAMPUR,6,WATER WORKS,2,2,1689,10.0
MAHABUBABAD,THORRUR,NELLIKUDURU,DANTHALAPALLY,PEDDAMUPPARAM,6,WATER WORKS,7,7,16974,78.2
MAHABUBABAD,THORRUR,NELLIKUDURU,DANTHALAPALLY,RAMANUJAPUR,6,WATER WORKS,2,2,0,15.0
MAHABUBABAD,THORRUR,NELLIKUDURU,DANTHALAPALLY,RAMAVARAM,6,WATER WORKS,3,3,1374,15.0
MAHABUBABAD,THORRUR,NELLIKUDURU,DANTHALAPALLY,REPONI,6,WATER WORKS,5,3,184,25.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,TANDOOR,CHANDRAPALLY (T),6,WATER WORKS,1,1,580,5.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,TANDOOR,COWTHAPALLY,6,WATER WORKS,2,2,1089,8.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,TANDOOR,DWARAKAPUR,6,WATER WORKS,2,2,604,6.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,TANDOOR,GAMPALAPALLY,6,WATER WORKS,1,1,417,5.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,TANDOOR,GOPALNAGAR,6,WATER WORKS,1,1,491,5.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,TANDOOR,KARSHMALAGATTAM,6,WATER WORKS,2,2,4,4.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,TANDOOR,KASIPETA,6,WATER WORKS,7,7,4831,26.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,TANDOOR,KISTAMPET,6,WATER WORKS,7,7,7990,32.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,TANDOOR,KOMMUGUDAM,6,WATER WORKS,1,1,755,5.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,TANDOOR,KOTHAPALLY,6,WATER WORKS,3,3,2699,13.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,TANDOOR,MADARAM,6,WATER WORKS,5,5,7796,112.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,TANDOOR,NARSAPUR,6,WATER WORKS,1,1,19,2.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,EDULA BANDAM,6,WATER WORKS,4,4,781,9.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,ERRAGETTA,6,WATER WORKS,6,6,1847,17.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,ERRAIPALLY,6,WATER WORKS,2,2,50,2.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,ESANVAI,6,WATER WORKS,7,7,3528,20.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,JANGOM,6,WATER WORKS,10,10,2106,26.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,KOLLUR,6,WATER WORKS,13,13,2821,32.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,KONDAMPET,6,WATER WORKS,3,3,443,13.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,KOTAPALLY,6,WATER WORKS,9,9,3429,32.0
NIRMAL,BHAINSA,BHAINSA,KUBEER,BHAKOTEPANGRA,6,WATER WORKS,1,1,135,5.0
NIRMAL,BHAINSA,BHAINSA,KUBEER,BRAHMESWAR,6,WATER WORKS,3,3,846,15.001
NIRMAL,BHAINSA,BHAINSA,KUBEER,Belgaon tanda-i,6,WATER WORKS,1,1,2190,0.001
NIRMAL,BHAINSA,BHAINSA,KUBEER,CHATA,6,WATER WORKS,6,6,4775,10.004
NIRMAL,BHAINSA,BHAINSA,KUBEER,CHONDI,6,WATER WORKS,4,4,1164,5.003
NIRMAL,BHAINSA,BHAINSA,KUBEER,DHAR KUBEER,6,WATER WORKS,1,1,0,5.0
NIRMAL,BHAINSA,BHAINSA,KUBEER,DODERNA,6,WATER WORKS,1,1,373,5.0
