Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
KHAMMAM,KHAMMAM RURAL,KUSUMANCHI,NELAKONDAPALLY,RAJARAMPET,6,WATER WORKS,1,1,1413,5.0
KHAMMAM,KHAMMAM RURAL,KUSUMANCHI,NELAKONDAPALLY,RAVIGUDEM,6,WATER WORKS,6,6,3480,30.841
KHAMMAM,KHAMMAM RURAL,KUSUMANCHI,NELAKONDAPALLY,REGULGUDEMTANDA,6,WATER WORKS,1,1,0,5.0
KHAMMAM,KHAMMAM RURAL,KUSUMANCHI,NELAKONDAPALLY,SADASIVAPURAM,6,WATER WORKS,2,1,2833,8.0
KAMAREDDY,KAMAREDDY,Kamareddy Rural,S S NAGAR,THUKKOJIWADI,6,WATER WORKS,2,2,439,7.0
KAMAREDDY,KAMAREDDY,Kamareddy Rural,S S NAGAR,UTNOOR LPT,6,WATER WORKS,11,7,1122,24.001
KAMAREDDY,KAMAREDDY,Kamareddy Rural,S S NAGAR,WAJEPALLY THANDA,6,WATER WORKS,1,1,23,2.667
KAMAREDDY,KAMAREDDY,Kamareddy Rural,S S NAGAR,WAJJEPALLI KHURD,6,WATER WORKS,10,7,1125,24.335
KAMAREDDY,KAMAREDDY,Kamareddy Rural,S S NAGAR,YACHARAM LPT,6,WATER WORKS,3,2,683,8.667
KAMAREDDY,KAMAREDDY,Kamareddy Rural,S S NAGAR,YELLAREDDY (A),6,WATER WORKS,35,31,14832,150.728
KAMAREDDY,KAMAREDDY,Kamareddy Rural,VELPUGONDA,AREPALLY,6,WATER WORKS,7,5,2772,23.0
KAMAREDDY,KAMAREDDY,Kamareddy Rural,VELPUGONDA,BHAVANIPET,6,WATER WORKS,20,10,9283,81.0
KAMAREDDY,KAMAREDDY,Kamareddy Rural,VELPUGONDA,DEVANPALLY (D),6,WATER WORKS,3,3,917,15.0
KAMAREDDY,YELLAREDDY,YELLAREDDY,NAGIREDDIPET,TANDOOR,6,WATER WORKS,6,6,9602,24.0
KAMAREDDY,YELLAREDDY,YELLAREDDY,NAGIREDDIPET,VENKAMPALLI,6,WATER WORKS,1,1,0,3.0
KAMAREDDY,YELLAREDDY,YELLAREDDY,NAGIREDDIPET,WADALPARTHI,6,WATER WORKS,5,5,4259,9.27
KAMAREDDY,YELLAREDDY,YELLAREDDY,NAGIREDDIPET,WODI,6,WATER WORKS,5,5,1890,23.0
KAMAREDDY,YELLAREDDY,YELLAREDDY,NAGIREDDIPET,YERRARAM,6,WATER WORKS,2,1,0,10.0
KAMAREDDY,YELLAREDDY,YELLAREDDY,YELLAREDDY,ADVILINGAL,6,WATER WORKS,2,2,986,10.0
KAMAREDDY,YELLAREDDY,YELLAREDDY,YELLAREDDY,ALMAJIPOOR,6,WATER WORKS,3,3,1246,13.0
KAMAREDDY,YELLAREDDY,YELLAREDDY,YELLAREDDY,ANNASAGAR,6,WATER WORKS,9,4,2357,26.75
KAMAREDDY,YELLAREDDY,YELLAREDDY,YELLAREDDY,AZMABAD,6,WATER WORKS,2,2,2842,8.0
KAMAREDDY,YELLAREDDY,YELLAREDDY,YELLAREDDY,BHIKNOOR,6,WATER WORKS,3,3,549,20.5
KAMAREDDY,YELLAREDDY,YELLAREDDY,YELLAREDDY,BRAHAMANPALLI,6,WATER WORKS,4,3,833,16.0
KARIMNAGAR,HUZURABAD,JAMMIKUNTA,JAMMIKUNTA RURALWEST,VAGODDU RAMANNAPALLY,6,WATER WORKS,1,1,782,6.667
KARIMNAGAR,HUZURABAD,JAMMIKUNTA,JAMMIKUNTA RURALWEST,VANTHADUPULA,6,WATER WORKS,2,2,750,8.0
KARIMNAGAR,HUZURABAD,JAMMIKUNTA,JAMMIKUNTA TOWN,AUTO NAGAR,6,WATER WORKS,1,0,0,12.5
KARIMNAGAR,HUZURABAD,JAMMIKUNTA,JAMMIKUNTA TOWN,BUSSTAND & MEDARIWADA,6,WATER WORKS,1,1,75,5.0
KARIMNAGAR,HUZURABAD,JAMMIKUNTA,JAMMIKUNTA TOWN,DURGA COLONY,6,WATER WORKS,1,1,0,2.0
KARIMNAGAR,HUZURABAD,JAMMIKUNTA,JAMMIKUNTA TOWN,EMPLOYEES COLONY,6,WATER WORKS,1,1,21,5.0
KARIMNAGAR,HUZURABAD,JAMMIKUNTA,JAMMIKUNTA TOWN,FCI ROAD CHURCH ,6,WATER WORKS,2,1,0,80.0
JANGAON,GHANPUR,PALAKURTHY,PALAKURTHY RURAL,MURSUGADDA THANDA,6,WATER WORKS,1,1,905,5.0
JANGAON,GHANPUR,PALAKURTHY,PALAKURTHY RURAL,NARSINGAPURAM THANDA,6,WATER WORKS,2,2,370,10.0
JANGAON,GHANPUR,PALAKURTHY,PALAKURTHY RURAL,PALGUBODU THANDA,6,WATER WORKS,1,1,576,5.0
JANGAON,GHANPUR,PALAKURTHY,PALAKURTHY RURAL,RAGHAVAPUR,6,WATER WORKS,3,2,1822,15.0
JANGAON,GHANPUR,PALAKURTHY,PALAKURTHY RURAL,SHATAPUR,6,WATER WORKS,9,6,4037,45.0
JANGAON,GHANPUR,PALAKURTHY,PALAKURTHY RURAL,SHATHAPUR XROAD THANDA,6,WATER WORKS,1,0,0,5.0
JANGAON,GHANPUR,PALAKURTHY,PALAKURTHY RURAL,THEEGARAM,6,WATER WORKS,3,2,2570,15.0
JANGAON,JANGAON,RAGHUNATHPALLY,RAGHUNATHPALLY,KOMALLA,6,WATER WORKS,14,9,7154,53.0
JANGAON,JANGAON,RAGHUNATHPALLY,RAGHUNATHPALLY,KURUCHAPALLI,6,WATER WORKS,6,6,1936,35.3
JANGAON,JANGAON,RAGHUNATHPALLY,RAGHUNATHPALLY,MALLAMPALLY,6,WATER WORKS,1,1,1000,5.0
JANGAON,JANGAON,RAGHUNATHPALLY,RAGHUNATHPALLY,NARAYANAPUR-II,6,WATER WORKS,6,2,2580,30.0
JANGAON,JANGAON,RAGHUNATHPALLY,RAGHUNATHPALLY,NEDIGONDA,6,WATER WORKS,19,8,730,95.0
JANGAON,JANGAON,RAGHUNATHPALLY,RAGHUNATHPALLY,PADAMATIGUDEM,6,WATER WORKS,2,2,2544,10.0
JANGAON,JANGAON,RAGHUNATHPALLY,RAGHUNATHPALLY,RAGHUNATHAPALLY (H),6,WATER WORKS,14,9,21682,80.62
JANGAON,JANGAON,RAGHUNATHPALLY,RAGHUNATHPALLY,RAMANNAGUDEM,6,WATER WORKS,5,2,113,25.0
JANGAON,JANGAON,RAGHUNATHPALLY,RAGHUNATHPALLY,SHIVAJI NAGAR,6,WATER WORKS,3,3,16144,15.0
JANGAON,JANGAON,RAGHUNATHPALLY,RAGHUNATHPALLY,VENKATAYAPALEM,6,WATER WORKS,1,1,646,5.0
JANGAON,JANGAON,RAGHUNATHPALLY,RAGHUNATHPALLY,YELLAREDDY GUDEM,6,WATER WORKS,2,1,674,10.0
KAMAREDDY,BANSWADA,PITLAM,NIZAMSAGAR,HASANPALLY,6,WATER WORKS,8,8,2809,21.003
KAMAREDDY,BANSWADA,PITLAM,NIZAMSAGAR,JAKKAPUR,6,WATER WORKS,1,1,2284,12.0
KAMAREDDY,BANSWADA,PITLAM,NIZAMSAGAR,KOMALANCHA,6,WATER WORKS,9,9,5054,17.012
KAMAREDDY,BANSWADA,PITLAM,NIZAMSAGAR,LINGAMPALLY,6,WATER WORKS,1,1,0,5.0
KAMAREDDY,BANSWADA,PITLAM,NIZAMSAGAR,MAGHI,6,WATER WORKS,11,11,6566,31.012
KAMAREDDY,BANSWADA,PITLAM,NIZAMSAGAR,MALLUR,6,WATER WORKS,13,12,8815,49.0
KAMAREDDY,BANSWADA,PITLAM,NIZAMSAGAR,MANGLUR,6,WATER WORKS,2,2,1744,6.0
KAMAREDDY,BANSWADA,PITLAM,NIZAMSAGAR,MARPALLY,6,WATER WORKS,1,1,1059,5.0
KAMAREDDY,BANSWADA,PITLAM,NIZAMSAGAR,MOHAMMADNAGAR,6,WATER WORKS,8,8,6205,13.015
